Date,Type,Check_case,AN,AP,AR,AS,BR,CH,CT,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UP,UT,WB
18-04-2021,delta,confirmed,59,6582,20,639,8690,625,12345,25462,204,951,10340,788,7177,3992,1526,19067,18257,60,114,68631,71,72,12248,50,19,3664,4900,663,10262,105,5093,10723,69,30566,2630,8419
18-04-2021,delta,recovered,54,2343,3,159,3460,411,14556,20159,50,531,3981,532,3489,1551,963,4603,4565,84,4,45654,41,7,7495,26,8,1309,3141,282,3084,5,1555,5925,7,9041,708,4053
18-04-2021,delta,tested,2347,35922,238,23300,100604,3550,42652,85620,0,3256,165711,8509,43883,41900,39840,145645,108898,0,1367,273272,1865,1195,53628,0,255,34450,46695,5070,64875,0,129637,110130,2588,236609,32821,46074
18-04-2021,delta,vaccinated1,3817,3120,1307,7369,88959,1766,72050,41192,401,6490,70299,9323,34353,32853,27766,82831,31203,28,866,109319,86,872,18422,82,1046,49487,59133,1601,126542,725,5581,26905,3210,3659,1925,15730
18-04-2021,delta,vaccinated2,311,1929,420,3728,19125,580,14530,7386,135,931,43499,2088,9011,8363,5132,21312,6476,10,107,25201,17,117,6165,63,9,15615,6481,280,59493,210,1814,14215,2554,1977,810,8370
18-04-2021,delta7,confirmed,200,36636,105,4145,40888,3191,101543,128263,901,4908,57074,6689,40090,23561,8302,95775,72234,1351,366,432093,595,225,69935,247,150,18697,27266,3728,50824,291,24146,58017,269,159605,15221,45031
18-04-2021,delta7,deceased,2,110,0,17,139,14,1009,838,2,35,577,75,147,243,23,462,146,2,0,2486,2,0,373,1,1,18,395,17,225,0,65,205,1,678,108,168
18-04-2021,delta7,recovered,160,12794,19,762,10744,2859,62792,86825,185,2143,22418,3302,18707,9241,4147,30995,22786,314,38,324667,105,77,36302,51,118,6072,20555,1559,15450,31,7228,29376,56,38711,4480,19206
18-04-2021,delta7,tested,14253,248601,2928,308869,676474,21557,345924,669767,0,19670,1105046,54335,260380,267553,257273,903396,502900,0,4964,1739813,13897,6966,333483,10938,1934,229518,261407,30220,361130,0,748777,667504,11362,1505405,284491,298112
18-04-2021,delta7,vaccinated1,39298,649679,30308,58632,793879,20016,560383,381687,10867,51129,835552,276521,558706,361578,257270,896113,855995,1949,4432,1738977,21554,12558,1342288,48572,30086,592218,513946,57868,876479,38324,729369,775222,42298,1546727,199158,541700
18-04-2021,delta7,vaccinated2,1267,70342,7262,40174,145448,7429,92674,93868,2289,15058,355410,29069,124937,53689,42512,191634,183568,2511,508,342643,5579,6170,148382,9754,4166,123965,58927,4233,291975,5563,69201,221386,24726,346229,60133,239833
18-04-2021,total,confirmed,5390,962037,16987,224455,324117,33934,544840,853460,4968,67212,404569,76375,356971,162945,146692,1161065,1239425,12131,1165,3839338,14869,29721,408080,4859,12555,368258,300038,47771,414617,6696,351424,991451,33999,851620,124033,659927
18-04-2021,total,deceased,64,7410,56,1135,1749,413,5908,12121,4,883,5377,1177,3415,1456,2057,13351,4930,133,1,60473,153,376,4557,12,94,1997,7902,708,3151,136,1824,13113,391,9830,1868,10568
18-04-2021,total,recovered,5200,909941,16809,216705,277667,29896,410913,766398,3844,59277,337545,66479,311339,133479,133168,1014152,1140486,10351,769,3106828,14038,29090,334947,4509,12110,346134,257946,42595,344331,6014,312563,907947,33137,650333,102367,599721
18-04-2021,total,tested,352086,15677992,419969,7830860,25246439,362406,6562553,16228010,72410,592007,15966802,1386599,6853496,6410544,6760101,23593654,14271741,110068,57376,23854185,435552,593783,7076705,273248,140449,9599877,6607723,733950,7760082,83701,11737753,21187630,665194,38266474,3333159,9808160
18-04-2021,total,vaccinated1,71357,4013148,135397,1303062,4985475,119500,4449075,2162311,72365,198368,8992115,1153057,2740753,2427168,1386613,6532579,5189796,67185,15125,10959587,125611,102997,6566455,122419,109570,4311575,2205090,151684,9459005,140119,2591197,4091849,769529,9106356,1326582,7593079
18-04-2021,total,vaccinated2,6879,599876,37272,294473,702078,26100,508082,458984,11314,46209,1459131,136443,325563,348265,235537,764192,680436,10672,3099,1314386,43967,50127,763446,31764,30536,618792,213042,13963,1425801,20939,369108,620052,116602,1612019,241590,1171094
19-04-2021,delta,confirmed,31,5963,65,1367,7487,612,13834,23686,135,940,11403,1695,6842,4290,1516,15785,13644,175,117,58924,110,54,12897,45,13,4445,4622,565,11967,9,4009,10941,32,28211,2160,8426
19-04-2021,delta,recovered,12,2569,11,312,2619,429,12678,21500,90,428,4179,593,3663,1777,813,7098,4305,123,17,52412,33,12,6836,9,0,1503,3418,336,2408,3,1878,6172,15,10978,532,4608
19-04-2021,delta,tested,1668,37765,1162,65410,83361,3006,48673,90696,0,2726,158480,5643,32278,38081,34092,123212,87275,0,1587,221626,1346,967,50942,607,152,36175,31686,3564,40180,0,83089,111590,1389,200542,30330,42118
19-04-2021,delta,vaccinated1,4365,127709,5397,49070,114876,2692,68186,40478,875,6493,91326,31890,64742,22187,53016,178693,109570,547,214,281136,3543,3515,135531,9369,7514,101785,75349,1968,201964,3833,150993,56031,10691,118752,40247,108494
19-04-2021,delta,vaccinated2,484,16251,2221,31164,35698,1695,18367,20392,391,2714,78260,7273,31955,10273,13231,67861,47003,2191,44,95157,1592,1072,42019,1281,1061,40613,14592,1057,105349,1718,21449,46730,13524,72638,19772,104076
19-04-2021,delta7,confirmed,220,39336,164,4929,45376,3379,101801,140458,909,5372,62456,7295,43114,25485,8827,101981,80186,1401,469,439266,679,261,76343,285,152,21401,28437,3781,57020,295,25904,62247,291,174212,16047,48946
19-04-2021,delta7,deceased,2,126,0,24,174,17,1052,1006,2,50,639,79,166,270,29,556,156,2,0,2579,3,1,415,0,1,20,426,20,253,0,73,230,0,773,125,192
19-04-2021,delta7,recovered,162,14272,29,976,12727,2913,70605,100660,256,2340,23743,3514,20072,10081,4542,35326,24617,421,54,324767,115,67,40021,50,118,7037,20566,1663,16567,32,8541,33209,69,46492,4407,21867
19-04-2021,delta7,tested,14272,252611,3775,272097,679817,21431,348600,668066,0,20119,1120248,53631,267670,268606,257244,910443,544758,0,6190,1753418,14160,7021,346119,11025,1900,235596,270507,30333,374992,0,752839,696112,11880,1512479,278389,303114
19-04-2021,delta7,vaccinated1,39150,760390,28136,88676,725602,19061,483286,347273,8536,50330,739651,244764,497113,321615,248381,897101,727688,1617,4193,1719998,21567,13995,1096298,50681,30744,569517,503443,49406,901073,33777,759529,697231,42464,1209018,195558,458734
19-04-2021,delta7,vaccinated2,1650,82875,7907,58056,157794,7985,97465,98965,2298,15366,382315,32667,139206,56393,49080,238899,200933,4370,493,400892,6520,6037,164045,9074,3996,147153,65642,4715,365465,6708,81089,235653,34947,341183,70567,291983
19-04-2021,total,confirmed,5421,968000,17052,225822,331604,34546,558674,877146,5103,68152,415972,78070,363813,167235,148208,1176850,1253069,12306,1282,3898262,14979,29775,420977,4904,12568,372703,304660,48336,426584,6705,355433,1002392,34031,879831,126193,668353
19-04-2021,total,deceased,64,7437,56,1142,1790,417,6083,12361,4,900,5494,1190,3448,1502,2063,13497,4951,133,1,60824,154,377,4636,12,94,2001,7985,713,3204,136,1838,13157,391,9997,1892,10606
19-04-2021,total,recovered,5212,912510,16820,217017,280286,30325,423591,787898,3934,59705,341724,67072,315002,135256,133981,1021250,1144791,10474,786,3159240,14071,29102,341783,4518,12110,347637,261364,42931,346739,6017,314441,914119,33152,661311,102899,604329
19-04-2021,total,tested,353754,15715757,421131,7896270,25329800,365412,6611226,16318706,72410,594733,16125282,1392242,6885774,6448625,6794193,23716866,14359016,110068,58963,24075811,436898,594750,7127647,273855,140601,9636052,6639409,737514,7800262,83701,11820842,21299220,666583,38467016,3363489,9850278
19-04-2021,total,vaccinated1,75722,4140857,140794,1352132,5100351,122192,4517261,2202789,73240,204861,9083441,1184947,2805495,2449355,1439629,6711272,5299366,67732,15339,11240723,129154,106512,6701986,131788,117084,4413360,2280439,153652,9660969,143952,2742190,4147880,780220,9225108,1366829,7701573
19-04-2021,total,vaccinated2,7363,616127,39493,325637,737776,27795,526449,479376,11705,48923,1537391,143716,357518,358538,248768,832053,727439,12863,3143,1409543,45559,51199,805465,33045,31597,659405,227634,15020,1531150,22657,390557,666782,130126,1684657,261362,1275170
20-04-2021,delta,confirmed,45,8987,61,1651,10455,602,15625,28395,304,1160,12206,1340,7811,5080,2030,21794,19577,250,53,62097,137,94,12727,91,82,4761,4656,638,12201,91,5926,10986,60,29574,3012,9819
20-04-2021,delta,recovered,31,3116,15,279,3577,443,18746,19430,87,440,4339,1078,3367,2334,716,4571,3880,136,26,54224,34,4,8937,51,0,1740,3198,253,3207,4,2209,6250,16,14391,734,4805
20-04-2021,delta,tested,1753,37922,1992,67151,106156,3026,50699,86526,0,3597,173582,9744,46756,33950,39256,147488,112221,0,482,265925,1927,1953,51385,0,492,32349,51389,5670,85843,0,122143,101329,2566,199830,28024,50044
20-04-2021,delta,vaccinated1,3267,93956,4350,63917,96451,2745,44711,35485,1053,7395,98266,40934,53848,28434,52977,160402,144219,1222,385,206780,4546,3377,23649,7973,5531,85653,72307,1334,167550,2934,119920,39921,10787,131289,33853,129758
20-04-2021,delta,vaccinated2,574,76796,1434,29874,31097,1852,14531,14872,397,3184,88340,9089,25597,12698,11903,65267,72809,2820,144,87954,1373,1029,11849,1573,983,35963,14640,804,91468,1599,20322,37905,12882,79726,16595,104655
20-04-2021,delta7,confirmed,257,44095,211,5990,51674,3584,102305,155385,1106,5970,67972,8016,47080,27721,9588,114997,92248,1486,501,441151,729,329,80072,340,223,24378,30113,4001,63693,361,28778,66249,289,185823,17134,53948
20-04-2021,delta7,deceased,2,151,0,26,211,20,1087,1202,2,73,693,84,185,286,34,638,164,3,0,2817,3,2,452,0,1,23,436,21,289,0,84,260,0,850,139,218
20-04-2021,delta7,recovered,189,15905,44,1203,15257,2975,84669,112118,322,2544,25334,4184,21330,11412,4765,33818,25538,522,71,347367,139,60,44888,100,115,8254,21152,1707,18523,31,9972,36170,78,57409,4736,24394
20-04-2021,delta7,tested,13950,254951,5129,279938,692450,21672,345506,652132,0,21209,1144501,54645,279598,265882,259484,936032,583538,0,6337,1781685,13885,8163,350978,9365,2125,239932,282859,30953,401626,0,761975,714109,12347,1493298,260287,310944
20-04-2021,delta7,vaccinated1,35920,851050,26275,141266,739051,18799,439685,326189,7925,54057,678908,228964,436792,279953,274738,1023471,729159,2414,3872,1729464,21052,15715,822526,52424,30112,576868,516303,36547,942023,27723,854987,620359,46036,1025110,195389,502763
20-04-2021,delta7,vaccinated2,2105,158157,7903,80181,176336,8936,102749,101347,2405,17750,423231,37855,146887,62394,57740,299046,247142,6904,568,461589,6725,6424,159037,8849,4229,173272,75780,4992,428182,7758,99710,251069,45582,375771,80055,362640
20-04-2021,total,confirmed,5466,976987,17113,227473,342059,35148,574299,905541,5407,69312,428178,79410,371624,172315,150238,1198644,1272646,12556,1335,3960359,15116,29869,433704,4995,12650,377464,309316,48974,438785,6796,361359,1013378,34091,909405,129205,678172
20-04-2021,total,deceased,64,7472,56,1145,1841,421,6274,12638,4,926,5615,1206,3483,1547,2071,13646,4979,134,1,61343,154,378,4713,12,94,2006,8045,717,3268,136,1856,13205,391,10159,1919,10652
20-04-2021,total,recovered,5243,915626,16835,217296,283863,30768,442337,807328,4021,60145,346063,68150,318369,137590,134697,1025821,1148671,10610,812,3213464,14105,29106,350720,4569,12110,349377,264562,43184,349946,6021,316650,920369,33168,675702,103633,609134
20-04-2021,total,tested,355507,15753679,423123,7963421,25435956,368438,6661925,16405232,72410,598330,16298864,1401986,6932530,6482575,6833449,23864354,14471237,110068,59445,24341736,438825,596703,7179032,273855,141093,9668401,6690798,743184,7886105,83701,11942985,21400549,669149,38666846,3391513,9900322
20-04-2021,total,vaccinated1,78989,4234813,145144,1416049,5196802,124937,4561972,2238274,74293,212256,9181707,1225881,2859343,2477789,1492606,6871674,5443585,68954,15724,11447503,133700,109889,6725635,139761,122615,4499013,2352746,154986,9828519,146886,2862110,4187801,791007,9356397,1400682,7831331
20-04-2021,total,vaccinated2,7937,692923,40927,355511,768873,29647,540980,494248,12102,52107,1625731,152805,383115,371236,260671,897320,800248,15683,3287,1497497,46932,52228,817314,34618,32580,695368,242274,15824,1622618,24256,410879,704687,143008,1764383,277957,1379825
21-04-2021,delta,confirmed,24,9716,73,1665,12222,622,14519,24638,251,1502,12553,1692,9623,5041,2204,23558,22414,183,191,67468,192,92,13107,90,97,4851,4953,619,14622,50,6542,11681,0,33106,4807,10784
21-04-2021,delta,recovered,33,3359,16,297,4774,454,17263,24600,101,426,4802,908,3928,2331,733,6412,5431,20,16,54985,25,22,9035,7,4,2009,2727,283,3765,2,2887,7071,0,14198,894,5616
21-04-2021,delta,tested,1935,39619,2338,62107,105980,2970,45765,78768,0,4089,182011,9291,45826,43239,43807,152281,121763,0,1937,272744,2924,1565,54548,6388,713,38548,54108,5607,80981,0,130105,112661,0,225570,36657,50014
21-04-2021,delta,vaccinated1,1912,22411,3570,39223,68950,2698,32234,39532,475,6024,69582,18780,31163,19010,40403,133447,68835,1058,535,244796,3651,4486,12301,4766,6334,80794,50915,2005,124238,901,103790,35698,3916,93689,25838,103154
21-04-2021,delta,vaccinated2,234,18357,859,14529,23186,1283,11524,15078,209,2456,61404,3381,14240,9539,7791,55804,41086,2758,240,90174,956,951,11133,1684,889,31077,12156,954,74926,422,18346,37763,3767,45277,11362,81967
21-04-2021,delta7,confirmed,243,49654,274,7270,59110,3785,102574,162741,1253,6999,73115,8783,51305,29564,10706,127290,105884,1461,681,449667,823,400,83459,400,307,26962,31764,4144,72115,390,33163,70111,250,198490,19988,58840
21-04-2021,delta7,deceased,1,171,0,28,246,19,1160,1347,2,86,745,88,212,317,42,716,164,2,0,3107,6,4,476,0,1,25,442,24,322,0,96,288,0,970,160,252
21-04-2021,delta7,recovered,198,17658,59,1394,18842,3012,97299,126766,394,2725,27494,4840,23092,11945,5126,35866,28327,535,87,362728,159,76,50266,106,17,9653,20706,1748,20332,33,12038,39777,56,67090,5147,27713
21-04-2021,delta7,tested,14011,258838,7171,311980,698296,21557,344743,622366,0,23062,1173440,56298,285881,271535,265332,975071,640043,0,7830,1812280,14098,8879,360794,13863,2494,245229,304725,32184,442721,0,819716,729102,10264,1508072,251688,317495
21-04-2021,delta7,vaccinated1,31244,279499,24205,178305,655130,18832,407230,306510,6909,50755,628043,204933,345596,216035,287051,1069889,782249,3199,3756,1652940,20923,17979,532514,49852,29990,586798,495904,29912,955713,23255,836070,582244,47894,843208,198065,535650
21-04-2021,delta7,vaccinated2,2230,125932,8084,93104,174801,9353,104706,103608,2310,18865,442840,37985,136425,64894,61656,337932,284021,9349,722,501596,6823,6644,143724,7917,4296,191543,81509,5704,470009,7433,106099,273253,48575,387699,85697,417290
21-04-2021,total,confirmed,5490,986703,17186,229138,354281,35770,588818,930179,5658,70814,440731,81102,381247,177356,152442,1222202,1295060,12739,1526,4027827,15308,29961,446811,5085,12747,382315,314269,49593,453407,6846,367901,1025059,34091,942511,134012,688956
21-04-2021,total,deceased,64,7510,56,1150,1897,423,6467,12887,4,943,5740,1223,3528,1609,2084,13762,5001,134,1,61911,157,380,4788,12,94,2011,8114,722,3330,136,1876,13258,391,10346,1953,10710
21-04-2021,total,recovered,5276,918985,16851,217593,288637,31222,459600,831928,4122,60571,350865,69058,322297,139921,135430,1032233,1154102,10630,828,3268449,14130,29128,359755,4576,12114,351386,267289,43467,353711,6023,319537,927440,33168,689900,104527,614750
21-04-2021,total,tested,357442,15793298,425461,8025528,25541936,371408,6707690,16484000,72410,602419,16480875,1411277,6978356,6525814,6877256,24016635,14593000,110068,61382,24614480,441749,598268,7233580,280243,141806,9706949,6744906,748791,7967086,83701,12073090,21513210,669149,38892416,3428170,9950336
21-04-2021,total,vaccinated1,80901,4257224,148714,1455272,5265752,127635,4594206,2277806,74768,218280,9251289,1244661,2890506,2496799,1533009,7005121,5512420,70012,16259,11692299,137351,114375,6737936,144527,128949,4579807,2403661,156991,9952757,147787,2965900,4223499,794923,9450086,1426520,7934485
21-04-2021,total,vaccinated2,8171,711280,41786,370040,792059,30930,552504,509326,12311,54563,1687135,156186,397355,380775,268462,953124,841334,18441,3527,1587671,47888,53179,828447,36302,33469,726445,254430,16778,1697544,24678,429225,742450,146775,1809660,289319,1461792
22-04-2021,delta,confirmed,37,10759,110,1931,11489,634,16750,26169,359,1410,13105,1774,9742,7595,1965,25795,26995,198,145,67013,180,86,12384,73,53,6164,5450,987,14468,124,5567,12652,168,34254,3998,11948
22-04-2021,delta,deceased,1,31,0,10,59,4,207,306,0,21,137,18,55,106,8,123,28,1,0,568,0,1,75,0,0,7,75,4,59,1,23,59,0,195,19,56
22-04-2021,delta,recovered,33,3992,9,398,5308,482,17739,19609,94,461,5010,689,6512,2373,791,5624,6370,131,34,62298,68,25,9620,24,2,2165,3657,464,3618,18,2251,7526,74,16514,1744,6590
22-04-2021,delta,tested,1461,41871,2741,73428,101063,2984,55000,72208,0,3906,189365,8037,40687,73837,42736,162534,135177,0,1907,281506,1981,1533,50974,2259,266,44983,47305,4675,58635,0,102335,115653,5291,197033,36446,53154
22-04-2021,delta,vaccinated1,2476,80527,5343,55268,80186,3249,49092,48246,646,6286,78202,41362,38672,15376,44008,154621,91017,587,308,274871,7591,3116,113630,11565,5954,65855,45481,1756,116956,2097,184599,46036,4882,114248,34815,90498
22-04-2021,delta,vaccinated2,429,281049,1735,20259,33496,2058,17462,20372,366,2300,82960,9161,18882,9069,11516,78186,59346,2270,112,120308,1946,1115,58456,1742,847,27226,11907,1033,69071,2598,27197,64993,7164,67734,16897,72157
22-04-2021,delta7,confirmed,265,55327,376,8702,64466,4007,104068,172211,1499,7652,78068,9523,55189,33679,11530,138347,124753,1473,770,454985,906,468,85677,436,318,30137,32903,4718,79925,473,35423,74776,418,210405,21766,64019
22-04-2021,delta7,deceased,2,188,0,37,281,20,1232,1541,0,102,801,95,249,395,46,773,172,3,0,3326,6,5,498,0,1,30,467,27,348,1,111,318,0,1061,170,286
22-04-2021,delta7,recovered,227,19905,62,1707,23395,3085,103050,133361,472,3004,29481,4940,26861,12993,5430,37899,31997,594,113,371691,224,91,55916,123,16,10981,21885,2036,21696,46,13392,43127,130,79382,6494,31916
22-04-2021,delta7,tested,13418,264968,9701,367085,698123,21577,346289,612005,0,24257,1203690,58520,295075,307262,271274,1008205,714320,0,9213,1859334,14372,9563,363948,13805,2514,255641,318342,34048,457973,0,815424,749368,15555,1498696,249523,328528
22-04-2021,delta7,vaccinated1,28558,333748,26985,232673,627990,19219,419082,293995,6351,50637,599266,215432,331734,193516,291085,1098177,703580,3681,3324,1609273,24217,19698,501493,50826,31931,524619,466439,22278,974516,19766,866522,460901,52733,772852,207237,609586
22-04-2021,delta7,vaccinated2,2521,398755,9310,112705,187369,10090,113596,106790,2301,17650,471478,43395,138416,67257,65217,387844,303521,11157,738,553148,7288,6597,178238,7727,4239,188883,82989,5891,501481,8839,117883,292323,55715,394880,93344,480508
22-04-2021,total,confirmed,5527,997462,17296,231069,365770,36404,605568,956348,6017,72224,453836,82876,390989,184951,154407,1247997,1322055,12937,1671,4094840,15488,30047,459195,5158,12800,388479,319719,50580,467875,6970,373468,1037711,34259,976765,138010,700904
22-04-2021,total,deceased,65,7541,56,1160,1956,427,6674,13193,4,964,5877,1241,3583,1715,2092,13885,5029,135,1,62479,157,381,4863,12,94,2018,8189,726,3389,137,1899,13317,391,10541,1972,10766
22-04-2021,total,recovered,5309,922977,16860,217991,293945,31704,477339,851537,4216,61032,355875,69747,328809,142294,136221,1037857,1160472,10761,862,3330747,14198,29153,369375,4600,12116,353551,270946,43931,357329,6041,321788,934966,33242,706414,106271,621340
22-04-2021,total,tested,358903,15835169,428202,8098956,25642999,374392,6762690,16556208,72410,606325,16670240,1419314,7019043,6599651,6919992,24179169,14728177,110068,63289,24895986,443730,599801,7284554,282502,142072,9751932,6792211,753466,8025721,83701,12175425,21628863,674440,39089449,3464616,10003490
22-04-2021,total,vaccinated1,83377,4337751,154057,1510540,5345938,130884,4643298,2326052,75414,224566,9329491,1286023,2929178,2512175,1577017,7159742,5603437,70599,16567,11967170,144942,117491,6851566,156092,134903,4645662,2449142,158747,10069713,149884,3150499,4269535,799805,9564334,1461335,8024983
22-04-2021,total,vaccinated2,8600,992329,43521,390299,825555,32988,569966,529698,12677,56863,1770095,165347,416237,389844,279978,1031310,900680,20711,3639,1707979,49834,54294,886903,38044,34316,753671,266337,17811,1766615,27276,456422,807443,153939,1877394,306216,1533949
23-04-2021,delta,confirmed,42,11766,134,2384,12672,828,17397,24331,236,1420,13804,1189,11854,5741,1937,26962,28447,152,134,66836,143,104,13590,62,89,6215,6728,792,15398,67,6206,13776,40,36605,4339,12876
23-04-2021,delta,recovered,49,4441,61,348,6067,476,15254,23572,109,596,5618,772,6334,3205,1019,8697,5663,159,17,74045,38,27,10833,5,1,2452,3294,383,5197,14,3052,8078,46,22566,1179,6878
23-04-2021,delta,tested,1692,45581,3029,72405,108147,4062,57185,75037,0,3007,189902,10385,49152,42523,41123,177466,130617,81092,1195,277610,2183,1799,57176,3200,456,41538,56579,5081,86039,0,105602,125593,1422,225456,36069,52646
23-04-2021,delta,vaccinated1,1824,127064,5140,47196,70683,3512,43047,21426,710,5870,82991,36710,55143,20828,55659,174765,70514,754,269,217728,7148,1954,20378,10573,1794,75665,77395,1791,108554,2394,182295,54254,11741,115560,29696,114635
23-04-2021,delta,vaccinated2,365,97870,1824,13716,29570,2054,16711,14824,385,2388,83917,9874,29999,12665,12362,81105,53782,2252,72,107115,1447,524,15501,1482,592,34859,19380,1170,65362,3067,22976,75604,19779,66407,13134,107359
23-04-2021,delta7,confirmed,280,60997,482,10513,70885,4354,106553,177056,1597,8145,82952,9870,60766,35577,12323,150450,143169,1380,860,458092,928,541,88222,473,385,33244,35740,4979,87964,518,37789,80103,427,219650,23703,69985
23-04-2021,delta7,deceased,2,206,0,45,322,22,1313,1748,0,108,849,112,289,402,63,885,178,3,0,3701,5,5,512,0,0,35,492,26,381,1,131,363,0,1154,202,319
23-04-2021,delta7,recovered,248,22152,121,1942,27609,3133,106064,144284,556,3318,31712,5228,30237,14805,5887,42569,33868,706,119,400401,250,111,59253,123,15,12481,22050,2199,24102,50,15246,46285,169,95519,6593,35976
23-04-2021,delta7,tested,13106,274587,12159,407069,705866,22614,353890,588085,0,24075,1232617,62516,302569,314520,277385,1051934,777162,81092,9721,1864718,14108,10169,371221,14524,2700,265288,330804,34415,483114,0,799146,777760,15397,1500723,252648,341021
23-04-2021,delta7,vaccinated1,23790,457264,28369,274724,640049,19596,405854,281771,5496,47844,597979,209999,326039,181262,310439,1107829,631390,4348,3181,1525041,27994,19517,478978,49634,29503,513383,459469,15879,971111,16733,884850,354184,55047,701308,199532,640061
23-04-2021,delta7,vaccinated2,2642,493946,9458,122537,203660,10696,117108,106135,2214,16859,502912,46366,146708,72210,69903,428694,315051,13000,780,588092,7824,6111,179633,8484,4463,201454,91161,6146,515761,10592,124918,320169,67559,383685,91782,531560
23-04-2021,total,confirmed,5569,1009228,17430,233453,378442,37232,622965,980679,6253,73644,467640,84065,402843,190692,156344,1274959,1350502,13089,1805,4161676,15631,30151,472785,5220,12889,394694,326447,51372,483273,7037,379674,1051487,34299,1013370,142349,713780
23-04-2021,total,deceased,65,7579,56,1172,2010,430,6893,13541,4,976,6019,1267,3643,1778,2111,14075,5056,135,1,63252,157,381,4937,12,94,2026,8264,728,3453,137,1928,13395,391,10737,2021,10825
23-04-2021,total,recovered,5358,927418,16921,218339,300012,32180,492593,875109,4325,61628,361493,70519,335143,145499,137240,1046554,1166135,10920,879,3404792,14236,29180,380208,4605,12117,356003,274240,44314,362526,6055,324840,943044,33288,728980,107450,628218
23-04-2021,total,tested,360595,15880750,431231,8171361,25751146,378454,6819875,16631245,72410,609332,16860142,1429699,7068195,6642174,6961115,24356635,14858794,191160,64484,25173596,445913,601600,7341730,285702,142528,9793470,6848790,758547,8111760,83701,12281027,21754456,675862,39314905,3500685,10056136
23-04-2021,total,vaccinated1,85201,4464815,159197,1557736,5416621,134396,4686345,2347478,76124,230436,9412482,1322733,2984321,2533003,1632676,7334507,5673951,71353,16836,12184898,152090,119445,6871944,166665,136697,4721327,2526537,160538,10178267,152278,3332794,4323789,811546,9679894,1491031,8139618
23-04-2021,total,vaccinated2,8965,1090199,45345,404015,855125,35042,586677,544522,13062,59251,1854012,175221,446236,402509,292340,1112415,954462,22963,3711,1815094,51281,54818,902404,39526,34908,788530,285717,18981,1831977,30343,479398,883047,173718,1943801,319350,1641308
24-04-2021,delta,confirmed,45,11698,116,2236,12359,711,16731,24103,251,1540,14097,2073,10491,5152,2030,29438,26685,148,157,67160,155,130,12918,63,114,6647,5663,899,15355,121,7432,14842,127,37944,5084,14281
24-04-2021,delta,deceased,1,37,0,14,77,3,218,357,0,17,152,24,60,110,15,208,25,1,0,676,1,2,104,0,1,8,92,9,74,0,33,80,0,222,81,59
24-04-2021,delta,recovered,52,4421,19,619,6741,428,17029,22695,118,485,6479,877,5104,2865,944,9058,7067,209,33,63818,148,13,11091,32,0,3464,2949,453,4959,14,2157,9142,45,23231,1466,7584
24-04-2021,delta,tested,999,50972,3062,69094,101428,3671,57225,74702,0,4533,185034,10534,49069,35909,40791,189613,131155,0,2104,286412,2072,1232,55879,1992,744,41017,54456,6030,86089,0,103770,125718,3436,226084,36309,55060
24-04-2021,delta,vaccinated1,1609,78858,3468,35525,63779,3598,35136,48465,592,7218,83526,32168,48522,17916,59542,104577,114607,361,464,142108,5575,5160,71025,4126,533,12408,90819,1314,120306,1301,168011,53312,9210,99952,27458,87642
24-04-2021,delta,vaccinated2,334,36496,1170,8902,26761,1685,16286,21788,323,2333,86759,7402,24377,11747,13283,41359,84730,1862,70,88113,576,956,50219,825,139,4807,21928,886,77342,1527,24422,68663,17777,53562,12966,70143
24-04-2021,delta7,confirmed,283,65471,579,11873,75374,4634,107201,176784,1740,8923,87508,10551,63540,36891,13208,162399,156019,1166,911,458129,988,632,89871,474,467,36747,36972,5163,94273,567,40775,85601,496,230260,26030,76553
24-04-2021,delta7,deceased,2,228,0,57,365,23,1373,1938,0,121,904,124,317,482,75,1013,176,3,0,3958,6,7,550,0,1,39,522,32,418,1,152,404,0,1256,246,344
24-04-2021,delta7,recovered,264,24241,134,2412,32546,3123,113265,151565,649,3367,34408,5449,32397,16436,5979,46063,37281,862,147,407436,387,110,63847,154,15,14642,22384,2454,26238,60,15989,50164,203,110919,7257,40134
24-04-2021,delta7,tested,11855,289652,14562,432895,706739,23269,357199,563557,0,25114,1244085,62143,307651,309439,281645,1098239,827106,81092,10579,1879095,14298,10244,374532,14446,3078,269060,342218,35697,502642,0,776681,802674,16692,1511124,236656,349110
24-04-2021,delta7,vaccinated1,19270,533645,28575,297568,583884,20260,344456,274824,4752,45776,574192,211167,326443,156604,333371,989336,629965,4557,3041,1476738,32140,22480,394936,48454,28706,471647,471399,11769,966110,14185,915189,312157,54437,677149,193832,649911
24-04-2021,delta7,vaccinated2,2731,528748,9663,122172,198933,11207,109411,114712,2206,16306,525139,48268,154061,74354,75218,410894,365232,14163,789,614022,7907,5764,195342,8650,4520,190160,101084,6184,543011,11141,136526,345873,77447,387321,91536,548727
24-04-2021,total,confirmed,5614,1020926,17546,235689,390801,37943,639696,1004782,6504,75184,481737,86138,413334,195844,158374,1304397,1377187,13237,1962,4228836,15786,30281,485703,5283,13003,401341,332110,52271,498628,7158,387106,1066329,34426,1051314,147433,728061
